"Site_Subject_ID","X","Y","Elevation","Gradient","Trees"
12805,840,290,148.11,0.1894491,0
12808,120,10,135.24,0.03828938,0
12809,259.1,391.5,,,1
12818,127.4,253.9,,,1
12819,230,170,142.54,0.03515991,0
12826,675,5,136.09,0.168724,0
12827,50,430,147.61,0.1428873,0
12829,680,55,142.68,0.1127933,0
12831,425,260,141.4,0.01172216,0
12834,595,350,154.46,0.05564503,0
12835,240,150,143.19,0.01582852,0
12838,595,420,155.95,0.05049491,0
12840,40,190,140.8,0.05303657,0
12843,240,285,140.81,0.02731787,0
12844,755,350,155.77,0.02001078,0
12849,385,360,144,0.04085584,0
12857,765,365,155.83,0.02919546,0
12859,130,390,147.7,0.0686018,0
12863,850,235,145.12,0.2002748,0
12866,45,240,143.49,0.03963994,0
12870,100.1,350.8,,,1
12871,40,395,149.37,0.04960425,0
12872,900,390,143.17,0.1465561,0
12874,775,85,148.81,0.1884175,0
12881,898.1,423.1,,,1
12889,920,385,141.01,0.08822584,0
12899,435,430,147.94,0.1130956,0
12900,730.7,330.7,,,0
12902,1000,450,129.74,0.1517906,0
12903,940,365,139.16,0.1948406,0
12908,340,265,140.55,0.01115804,0
12910,1000,365,130.51,0.1058043,0
12922,975,90,125.4,0.0996984,0
12923,730,35,139.9,0.1019342,0
12926,380,70,142.78,0.1240922,0
12928,940,345,136.08,0.189445,0
12929,850,405,152.17,0.1378466,0
12936,100,450,148.71,0.04504028,0
12938,285,370,144.55,0.08953226,0
12939,305,255,140.34,0.007554238,0
12941,970,215,129.35,0.07893682,0
12945,825,15,131.68,0.2124618,0
12948,290,385,146.12,0.08266997,0
12964,855,55,130.59,0.1750918,0
12969,830,450,150.62,0.1858088,0
12977,385,275,141.49,0.01981266,0
12982,295,70,142.89,0.04250152,0
12986,910,210,134.73,0.1374684,0
12989,460,265,141.64,0.04018897,0
12992,910,215,134.87,0.1456395,0
12994,834.3,204.1,,,1
13002,825,190,153.15,0.2308166,0
13004,29.9,31,,,1
13007,305,400,147.61,0.06192618,0
13011,795,95,151.31,0.2256526,0
13012,605,315,153.86,0.0447626,0
13021,890,395,145.05,0.1700235,0
13025,500,55,138.85,0.2012909,0
13030,25,395,148.59,0.08426839,0
13031,640.9,27.8,,,1
13032,270,0,134.09,0.2214491,0
13034,975,345,132.79,0.06148321,0
13038,250,300,140.76,0.02572576,0
13043,445,225,141.18,0.01553277,0
13044,322.7,394.1,,,1
13050,605,405,155.88,0.04094106,0
13057,108.6,330.1,,,1
13061,445,365,146.69,0.08887466,0
13063,847.7,491.7,,,1
13065,40,320,147.78,0.0554418,0
13074,55,145,138.58,0.05461935,0
13075,875,415,147.41,0.207973,0
13085,95,55,134.93,0.1306198,0
13092,385,235,140.79,0.009050088,0
13096,190,430,145.6,0.03988819,0
13098,935,355,138.48,0.1903111,0
13099,665,215,153.87,0.03980814,0
13105,495,340,148.76,0.1030257,0
13107,550,225,149.71,0.07267781,0
13112,160,120,139.51,0.08067951,0
13120,375,365,144.55,0.03653459,0
13121,115,390,148.72,0.06270523,0
13133,575,200,150.65,0.04654596,0
13135,730,150,154.79,0.05256153,0
13136,180,20,139.14,0.05247207,0
13142,475,445,151.26,0.06599071,0
13147,732,95.9,,,1
13148,55,245,143.63,0.04041044,0
13149,35,315,147.44,0.05529966,0
13150,449.4,12,,,1
13155,815,125,149.65,0.2883508,0
13157,11.7,39,,,1
13169,5,50,128.34,0.1835357,0
13170,475,235,142.08,0.07735257,0
13172,315,500,152.34,0.03659607,0
13174,240,135,143.03,0.01836132,0
13175,230,50,140.84,0.03097262,0
13180,1000,495,131.97,0.1692481,0
13181,740,10,137.17,0.1349091,0
13182,614.9,85.7,,,1
13191,840,360,150.75,0.1213978,0
13192,250,450,148.74,0.0544701,0
13197,125,275,,,0
13198,225,370,143.31,0.04237687,0
13203,710,380,156.78,0.02865223,0
13219,122.1,417.8,,,1
13221,775,25,,,0
13228,24.7,197.8,,,1
13235,89.1,489.1,,,0
13236,29.8,212.9,,,1
13239,30.9,289.5,,,1
13243,640.1,22.5,,,1
13244,300,380,146.21,0.07968969,0
13246,465,35,132.42,0.1798143,0
13247,445,275,141.51,0.01320762,0
13250,460.4,450.6,,,1
13251,440,305,141.93,0.03427574,0
13252,361.8,382.1,,,1
13253,19.1,330.2,,,1
13257,525,230,147.94,0.09880447,0
13264,510,450,153.01,0.05709501,0
13265,230,65,141.11,0.03236363,0
13271,255,395,146.11,0.08269665,0
13279,630,485,159.2,0.01971715,0
13288,150,110,138.27,0.08176195,0
13289,580,245,151.4,0.0453455,0
13291,535.3,94.2,,,1
13294,700,120,151.35,0.1496856,0
13296,555,175,149.6,0.05631982,0
13309,25,110,135.84,0.126684,0
13311,950,420,139.14,0.08032594,0
13312,105,200,140.65,0.06971965,0
13317,441.5,420.6,,,1
13319,950,390,138.58,0.1813964,0
13321,650,270,154.08,0.03639352,0
13322,325,350,143.94,0.06784182,0
13329,755,175,155.71,0.01859901,0
13333,685,220,154.81,0.0420638,0
13335,955,475,135.57,0.1019951,0
13338,570,260,151.25,0.04601636,0
13340,665,305,154.98,0.02946934,0
13344,215,430,145.56,0.06005657,0
13349,26.9,169.2,,,1
13355,139.9,142.4,,,1
13365,555,250,150.5,0.05149426,0
13369,425,70,141.12,0.1823129,0
13373,515,120,146.27,0.05061321,0
13385,260.3,18,,,1
13386,941.2,433.8,,,1
13391,345,395,146.09,0.0687033,0
13392,1000,55,122.98,0.0476356,0
13394,884.2,25.3,,,1
13399,75,325,148.08,0.05798087,0
13401,275,310,140.7,0.02562332,0
13415,610,85,147,0.09430257,0
13424,450,240,141.31,0.01768221,0
13426,680,335,156,0.03122609,0
13430,210,205,140.49,0.07021726,0
13432,995,75,123.59,0.06298683,0
13433,795,310,154.09,0.05539625,0
13435,304.6,346.8,,,1
13438,645,180,152.74,0.03618325,0
13439,10,120,133.93,0.1812042,0
13441,870,370,148.87,0.1877876,0
13442,990,245,129.81,0.097752,0
13449,400,5,128.09,0.138966,0
13452,785,300,154.58,0.04770914,0
13457,60,90,135.29,0.1296491,0
13459,85,445,148.68,0.08261654,0
13460,775,465,156.83,0.04914035,0
13461,635,130,151.23,0.06044566,0
13462,515,350,150.64,0.06894214,0
13473,104.4,326.3,,,1
13474,545,110,147.56,0.08273135,0
13475,870,455,142.97,0.1505112,0
13478,265,70,142.06,0.02892991,0
13480,650,100,148.65,0.1116321,0
13498,590,195,151.26,0.04428914,0
13510,715,75,143.89,0.1302641,0
13512,130,115,136.9,0.04431816,0
13513,400,50,138.85,0.2118775,0
13516,652.5,69.7,,,1
13523,120,330,147.73,0.05244472,0
13528,660,220,153.69,0.03986244,0
13536,685,335,156.11,0.02850364,0
13537,5,470,135.04,0.1542345,0
13538,30,235,143.34,0.04340104,0
13550,185,90,140.49,0.0541209,0
13552,315,100,143.74,0.01588207,0
13553,780,360,155.3,0.04657876,0
13555,805,470,153.71,0.1539624,0
13566,755,10,137.3,0.1716798,0
13568,190,325,144.08,0.05849326,0
13570,525,440,153.48,0.04685706,0
13571,650,490,159.3,0.01662116,0
13573,295,340,142.4,0.07864566,0
13575,140,395,146.95,0.06750235,0
13577,315,175,142.74,0.0298082,0
13583,0.7,113.8,,,1
13585,515,20,132.41,0.1988873,0
13587,630,230,152.86,0.02560646,0
13592,888.8,483.8,,,1
13602,700,315,155.98,0.02031654,0
13606,340,140,143.87,0.01249387,0
13608,901.5,298.7,,,1
13611,825.3,213.9,,,1
13612,115,400,148.65,0.06087811,0
13616,935,25,124.82,0.09974378,0
13618,15,295,146.15,0.05543744,0
13625,840,235,147.42,0.2130386,0
13632,430,40,134.32,0.21047,0
13633,70,160,139.17,0.08673344,0
13635,40,40,127.65,0.09990662,0
13640,170,40,138.34,0.07534735,0
13646,635,440,157.87,0.04136905,0
13649,861.2,72.9,,,1
13655,55,440,146.74,0.1637576,0
13656,270,470,149.97,0.04561725,0
13658,375,75,,,0
13662,575,480,156.85,0.06386319,0
13673,530,120,147.37,0.06100046,0
13675,780,420,156.43,0.04325638,0
13679,550,440,154.2,0.05068715,0
13684,615.3,8.8,,,1
13689,750,120,152.79,0.1420412,0
13691,742.2,112.2,,,1
13696,120,425,148.5,0.0495466,0
13698,455,70,139.68,0.1818373,0
13700,840,250,147.68,0.2066478,0
13702,303.2,352.9,,,1
13710,525,375,151.79,0.05974236,0
13716,635,110,149.84,0.08621676,0
13722,525,185,147.27,0.08059914,0
13725,215,380,143.37,0.03374883,0
13726,370,340,143.9,0.03028167,0
13734,375,145,143.85,0.01018838,0
13735,551.6,79.5,,,1
13737,335,240,140.92,0.02566438,0
13740,350,265,140.72,0.01468955,0
13746,305,395,147.32,0.06474108,0
13750,458.6,408,,,1
13752,610,485,158.62,0.03686003,0
13755,215,120,142.26,0.03759867,0
13756,520,210,146.62,0.0956639,0
13761,600,410,155.86,0.04476103,0
13774,110,45,134.99,0.0429235,0
13775,815,410,154.89,0.0390154,0
13785,540,295,149.99,0.0652118,0
13791,55,185,140.47,0.05376765,0
13792,920,285,135.65,0.1721335,0
13796,390,70,142.58,0.1294182,0
13805,901.1,302.6,,,1
13808,1000,80,123.21,0.05087111,0
13809,30,110,136.24,0.1054026,0
13811,380,435,146.57,0.08166587,0
13818,170,0,138.02,0.06447776,0
13822,985,15,122.35,0.0998838,0
13829,365,405,145.83,0.06110566,0
13830,748.5,158.2,,,1
13836,360,170,143.61,0.01782989,0
13838,795,275,155.3,0.07614886,0
13842,455,450,149.74,0.1065969,0
13846,385,225,140.97,0.02821042,0
13849,215,305,141.97,0.05758036,0
13851,895,125,132.8,0.09527129,0
13853,325,385,146.33,0.06875567,0
13865,60,80,134.35,0.153511,0
13873,105,15,135.2,0.03026741,0
13874,940,170,131.7,0.1083528,0
13880,820,315,152.55,0.1183243,0
13886,340,365,144.65,0.04773874,0
13891,690,415,157.25,0.005114289,0
13897,25,125,,,0
13911,765,230,156.19,0.01295898,0
13912,870,465,143.13,0.1209062,0
13919,50,460,142.78,0.191161,0
13933,480,240,142.37,0.1007561,0
13935,350,105,144.11,0.003336247,0
13937,102.5,217.9,,,1
13939,565,70,144.09,0.1417603,0
13948,905,500,137.22,0.1050469,0
13955,135,130,137.72,0.05581875,0
13963,120,70,136.66,0.04959092,0
13969,745,415,157.13,0.02660686,0
13970,581.7,95.3,,,1
13971,680,290,155.33,0.02717167,0
13972,959.1,398.4,,,1
13975,820,470,151.03,0.1864215,0
13977,830,220,149.66,0.2184533,0
13978,485,245,142.92,0.1206005,0
13983,460,10,129.12,0.1323807,0
13984,910,20,125.75,0.0903534,0
13985,470,80,140.2,0.1477817,0
13991,785,155,155.6,0.04669319,0
13992,540,370,152.43,0.05841512,0
13995,730,225,156.15,0.01786382,0
14000,535,450,154.21,0.048034,0
14009,283.8,453.6,,,1
14010,70,140,137.92,0.1067062,0
14016,815,100,145.75,0.2903312,0
14018,915,115,131.39,0.08333877,0
14024,200,405,144.43,0.03525867,0
14027,735,385,156.53,0.03031344,0
14032,790,480,156.29,0.09818606,0
14038,720,40,140.17,0.0999165,0
14040,230,135,142.89,0.02152369,0
14043,145,500,147.79,0.04318716,0
14051,130,440,148.07,0.04356416,0
14055,755,180,155.79,0.01752526,0
14058,50,280,145.39,0.06317233,0
14063,490,0,128.16,0.1345877,0
14069,955,60,127.28,0.08397278,0
14070,280,260,140.48,0.001423358,0
14074,590,285,152.34,0.05210274,0
14075,835,265,149.07,0.1987583,0
14081,235,195,141.77,0.05662862,0
14088,975,335,132.83,0.05993765,0
14089,56.1,278.3,,,1
14091,929.8,412.5,,,1
14095,555,435,154.23,0.0511687,0
14097,970,140,126.77,0.117848,0
14102,435,275,141.56,0.009191683,0
14116,490,105,145.38,0.1007079,0
14117,485,410,150.79,0.06423153,0
14123,220,435,146.2,0.0696786,0
14124,815,230,152.72,0.1660867,0
14128,440,45,134.53,0.2100931,0
14142,645,310,154.75,0.03407456,0
14143,310,170,142.9,0.02833817,0
14146,250,65,141.61,0.02771828,0
14151,570,205,150.56,0.04959794,0
14155,920,490,135.94,0.1207069,0
14157,355,140,143.9,0.009066297,0
14161,515,295,148.57,0.09761314,0
14162,34.5,422.5,,,1
14170,310,390,147.07,0.06589228,0
14178,875,100,133.35,0.1358991,0
14182,535,235,149.09,0.08268709,0
14186,420,270,141.53,0.01282146,0
14195,800.1,482.6,,,1
14201,447.3,16.1,,,1
14207,70,495,142.78,0.0821246,0
14209,50,175,140.02,0.05145314,0
14212,990,110,123.78,0.08696951,0
14215,331,50.2,,,1
14220,605,385,155.77,0.03675326,0
14221,200,35,140.02,0.03961951,0
14224,270,315,140.87,0.03011741,0
14225,215,65,140.77,0.0322343,0
14227,435,150,143.94,0.03545679,0
14228,430,170,142.83,0.05824605,0
14231,155,265,142.97,0.05903386,0
14238,560,40,138.25,0.1375659,0
14239,350,35,137.04,0.228492,0
14240,200,235,139.22,0.06064959,0
14246,45,285,145.75,0.0635041,0
14253,510,250,147.53,0.1218937,0
14256,430,250,141.39,0.01103201,0
14257,301.5,10.6,,,1
14259,830,125,144.94,0.2867438,0
14260,713.6,111.7,,,1
14264,675,400,157.29,0.007508445,0
14266,532,349.2,,,1
14270,160,345,145.58,0.05109165,0
14272,730,220,156.1,0.01847043,0
14274,645,90,147.89,0.1081342,0
14278,305,275,140.52,0.009324506,0
14281,265,60,141.9,0.0310929,0
14282,550,380,153.33,0.05474382,0
14283,925,210,132.94,0.09975187,0
14288,320,95,143.78,0.01603405,0
14290,115,205,140.94,0.06947343,0
14291,815,425,154.92,0.07499759,0
14293,750,380,156.34,0.02515399,0
14294,185,115,140.92,0.04885313,0
14295,20,90,133.77,0.1625956,0
14296,170,290,144.25,0.04487273,0
14306,6.9,228.4,,,1
14309,275,450,149.58,0.04414082,0
14310,70,10,133.27,0.07350237,0
14312,80,430,149.3,0.06062741,0
14313,115,135,137.38,0.0871665,0
14315,420,150,143.92,0.0303374,0
14316,460,500,146.1,0.07166763,0
14322,470,35,132.71,0.1817087,0
14325,480,110,145.06,0.07942748,0
14326,555,275,150.51,0.05580086,0
14327,96.9,75.8,,,1
14330,655,375,,,0
14333,425,165,143.36,0.05315159,0
14337,185,255,142.37,0.0758256,0
14341,260,80,142.17,0.03106857,0
14343,260,395,146.22,0.08225264,0
14347,970,425,138.06,0.1518868,0
14352,290,315,140.84,0.03655077,0
14353,825,430,153.8,0.1226957,0
14358,755,265,156.36,0.01965135,0
14359,160,325,145.27,0.04899556,0
14362,45,125,,,0
14364,415,105,144.22,0.01487114,0
14369,135.6,426.3,,,1
14374,840,455,147.99,0.192517,0
14378,895,305,139.5,0.1371231,0
14381,51.7,110.4,,,1
14388,155,300,144.69,0.05129759,0
14389,725,420,157.86,0.009743334,0
14394,470,0,127.82,0.1286265,0
14397,323.8,465.9,,,1
14398,830,5,129.34,0.1507796,0
14400,648,60.4,,,1
14401,90,385,150.11,0.02092671,0
14404,440,75,141.97,0.1729774,0
14405,823.4,213.4,,,1
14407,165,430,146.07,0.04062169,0
14408,430,100,144.18,0.04054512,0
14414,15,405,147.14,0.1536938,0
14417,190,330,144.14,0.05838407,0
14418,30,140,138.01,0.08507168,0
14420,20,195,141.13,0.05244585,0
14422,510,325,149.71,0.08641288,0
14426,145,420,146.86,0.05813915,0
14429,387.1,449,,,1
14430,45,475,140.27,0.138364,0
14432,400,155,143.75,0.02674615,0
14434,765,290,155.43,0.0286458,0
14435,320,15,134.69,0.1971273,0
14445,780,30,140.29,0.1522238,0
14448,861.7,214.4,,,1
14449,930,50,127.52,0.0802832,0
14451,935,455,137.06,0.09758151,0
14454,485,5,128.66,0.1385643,0
14457,825,330,152.45,0.1187014,0
14461,490,100,144.79,0.1171513,0
14464,720,500,158.44,0.01779441,0
14471,930,335,136.58,0.1915924,0
14488,575,355,153.44,0.05865465,0
14489,570,145,149.96,0.04515721,0
14491,5,210,141.82,0.05382254,0
14495,162.8,410.8,,,1
14500,430,155,143.76,0.0422118,0
14503,145,45,136.59,0.05318716,0
14504,50,290,146.02,0.06296585,0
14506,490,225,143.27,0.1125112,0
14509,24.7,218.5,,,1
14519,555,170,149.5,0.05497563,0
14521,655,495,159.37,0.01769879,0
14523,843.8,218.4,,,1
14529,820,20,133.64,0.2301293,0
14532,395,465,146.96,0.09691707,0
14540,10,255,143.94,0.0420019,0
14546,155,80,137.61,0.07883213,0
14552,255,115,143,0.02618167,0
14556,820,95,143.42,0.2801315,0
14557,55,85,135.62,0.1273245,0
14560,130,490,147.85,0.05125215,0
14564,829.8,141.6,,,1
14570,2.5,445.4,,,1
14573,318.1,365.5,,,1
14574,490,275,144.3,0.130195,0
14590,670,405,157.28,0.008935486,0
14591,625,460,158.52,0.04008499,0
14592,610,195,152.05,0.02976344,0
14595,750,265,156.35,0.01915662,0
14596,270,405,147.15,0.0739007,0
14602,893.8,344.7,,,1
14608,680,330,155.88,0.03030509,0
14609,55.4,275.1,,,1
14613,375,40,137.41,0.2309176,0
14614,155,450,147.05,0.04315443,0
14617,745,5,136.37,0.1577213,0
14619,25,275,,,0
14622,255,175,143.6,0.03231998,0
14623,785,110,153.68,0.1287597,0
14624,720,215,155.93,0.02761198,0
14625,255,15,138.05,0.1815384,0
14629,585,85,146.23,0.1193203,0
14631,245,250,140.06,0.0120726,0
14636,285,175,142.94,0.03414776,0
14637,865,495,143.76,0.1636198,0
14639,562.4,21.7,,,1
14642,500,475,151.88,0.1325426,0
14645,200,325,143.48,0.06283363,0
14648,505,80,142.89,0.1378713,0
14651,245,480,149.11,0.05538304,0
14652,840,65,136.68,0.2455514,0
14653,355,155,143.75,0.01288339,0
14657,589.4,292.5,,,1
14666,650,485,159.16,0.01624548,0
14668,625,250,152.93,0.02731379,0
14669,235,50,141.03,0.03283372,0
14672,680,455,158.64,0.03630013,0
14675,315,40,140.64,0.1714306,0
14676,250,190,142.29,0.05424575,0
14682,700,50,140.97,0.117565,0
14691,770,160,155.49,0.02728551,0
14694,955,10,122.64,0.08828113,0
14696,375,495,150.71,0.0948038,0
14702,390,30,134.23,0.2439202,0
14703,109.8,304.8,,,1
14707,6.5,227.5,,,1
14709,795,205,156.61,0.05813238,0
14713,480,320,146.06,0.1421292,0
14718,240,345,142.18,0.04279496,0
14723,320,340,143.13,0.07462894,0
14725,525,320,150.34,0.06640994,0
14726,27.7,111.6,,,1
14729,62.2,183.8,,,1
14730,475,485,146.79,0.1173391,0
14732,900,160,134.38,0.1131788,0
14737,335,225,141.47,0.04031253,0
14743,80,185,140.12,0.06995504,0
14745,455,100,144.38,0.08315986,0
14751,475,215,142.18,0.06215177,0
14753,220,70,140.98,0.0343929,0
14755,870,420,148.02,0.2230168,0
14756,505.9,283,,,1
14757,195,75,140.42,0.04616576,0
14758,160.9,360.9,,,0
14764,85,285,145.5,0.05821557,0
14767,105,95,137.1,0.1244067,0
14777,125,85,136.82,0.03146812,0
14779,365,340,143.94,0.03031918,0
14784,385,255,141.22,0.02068836,0
14785,80,485,144.26,0.125033,0
14787,185,60,139.89,0.06190737,0
14792,260,270,140.42,0.006923475,0
14795,805,195,156.45,0.09450336,0
14801,305,335,142.28,0.07649699,0
14802,555,260,150.48,0.05187903,0
14803,266,89.4,,,1
14809,710,65,142.72,0.1235529,0
14811,510,445,152.88,0.05299458,0
14813,10.8,483.4,,,1
14817,10,315,147.1,0.0458401,0
14820,60.2,277,,,1
14823,1000,425,130.05,0.2309648,0
14826,125,240,142.27,0.06999147,0
14827,127.8,59.8,,,1
14829,650,425,157.76,0.03130722,0
14832,215,325,142.45,0.05323162,0
14840,420,120,144.23,0.006635578,0
14843,655,275,154.41,0.0351586,0
14850,525,305,149.67,0.07678974,0
14851,63.1,198.5,,,1
14862,195,40,139.94,0.04007958,0
14864,615,335,154.84,0.04492185,0
14865,580,400,154.73,0.04490773,0
14869,615,220,152.35,0.0270452,0
14870,30,340,148.54,0.04141095,0
14873,230,190,141.95,0.05460173,0
14882,571.5,406.4,,,1
14883,565,135,149.5,0.04966928,0
14885,55.3,271,,,1
14887,785,175,156.01,0.02426242,0
14892,290,480,150.95,0.04756394,0
14896,697,96.7,,,1
14900,825,125,,,0
14902,690,270,155.23,0.03242509,0
14903,195,215,138.41,0.01505737,0
14907,355,370,144.59,0.03541339,0
14908,345,415,147.5,0.07811703,0
14910,650,250,153.58,0.03417874,0
14911,705,280,155.52,0.01543416,0
14913,360,120,144,0.004888038,0
14914,285,340,142.18,0.07176108,0
14918,257.3,397.9,,,1
14920,362,469.4,,,1
14921,826.4,435.5,,,1
14925,180,140,141.01,0.06342686,0
14929,430,445,147.05,0.09976658,0
14937,170,450,146.76,0.04319828,0
14938,695,315,155.92,0.02250326,0
14939,950,325,132.22,0.1047625,0
14941,345,315,142.54,0.06171825,0
14943,45,380,149.5,0.02755606,0
14944,940,355,137.93,0.1996348,0
14945,265,455,149.4,0.04515207,0
14946,276.5,464.6,,,1
14955,750,35,140.53,0.1193188,0
14959,65,125,136.92,0.1026766,0
14965,275,260,140.51,0.001768999,0
14966,860,50,129.99,0.1318398,0
14970,630,15,140.18,0.0743135,0
14973,290,465,150.43,0.04513791,0
14976,575,75,144.38,0.1362325,0
14979,45,45,128.03,0.0993124,0
14986,291.9,435.6,,,1
14991,985,65,123.92,0.08205217,0
14993,550,145,148.76,0.05506242,0
14994,205,205,140.12,0.06862872,0
14996,785,50,142.71,0.1617215,0
15004,830,135,145.28,0.2896583,0
15010,565,445,155.02,0.05933169,0
15013,335,110,144.01,0.00682872,0
15016,115,375,148.75,0.05940666,0
15025,49.3,390.8,,,1
15026,57,436.7,,,1
15029,990,180,126.25,0.1192151,0
15030,575,90,146.51,0.1155727,0
15033,272,456.4,,,1
15037,76.9,430,,,1
15039,650,200,153.19,0.03514604,0
15042,445,20,130.25,0.1464429,0
15045,558,20.3,,,1
15048,430,0,127.63,0.1203849,0
15054,235,495,148.84,0.05407891,0
15058,17.1,128.5,,,1
15059,607.2,12,,,1
15061,860,85,134.13,0.1951218,0
15062,340,55,142.06,0.150379,0
15063,840,85,138.66,0.2423269,0
15071,625.2,287.6,,,1
15073,555,30,137.01,0.15259,0
15077,680,430,157.35,0.02542979,0
15084,375,15,130.72,0.2065262,0
15087,875,125,134.86,0.1625832,0
15088,179.9,256.2,,,1
15090,780,130,154.63,0.05917304,0
15094,880,45,130.34,0.0619721,0
15098,970,195,129.74,0.1004943,0
15102,30,465,139.02,0.1688938,0
15104,325,85,143.74,0.02144298,0
15106,202,277,,,1
15110,144.9,414.8,,,1
15115,590,385,155.3,0.04318932,0
15116,595,260,152.36,0.04133677,0
15120,290,225,140.83,0.02739967,0
15122,180,70,139.7,0.07088608,0
15124,825,150,147.8,0.304692,0
15127,835,275,149.35,0.1928722,0
15129,180,445,146.55,0.04351588,0
15134,835,460,148.31,0.1841163,0
15136,865,215,142.31,0.1926568,0
15138,985,285,131,0.03214893,0
15144,970,165,127.59,0.1201029,0
15146,590,100,147.9,0.0940573,0
15155,495,250,145.2,0.1389568,0
